crefo	date	node
2030347236	2015-10-18T02:13:58Z	Wir kombinieren industrielle Fertigung, individuelle und hochkompetente                                              Beratung, Premiumqualität und höchste Umweltstandards                                              in einer bisher einzigartigen Konsequenz. Garantiert                                              und zertifiziert. Daraus entsteht ein Mehrwert für anspruchsvolle                                              Kunden. Kunden, die über das visuelle und haptische                                              Erlebnis Ihres Produktes hinaus nachhaltiges Engagement und                                              Verantwortung für Umwelt- und Klimaschutz kommunizieren                                              wollen.
2150931053	2015-02-24T10:02:17Z	"""The partnership is a milestone in climate protection,"" says Dr. Karl-Friedrich Rausch, Chief..."
2150931053	2015-11-23T06:31:09Z	At Maersk Line, we lead the way in ‘doing more with less’. We constantly seek out innovative and commercially viable ways to reduce our environmental impacts, be it CO2 and other air emissions, ballast water, or the materials we use to build our vessels. With the launch of our new 60% CO2 reduction target in 2014, we are accelerating our efforts to reduce our carbon footprint whilst growing our business.
2150931053	2015-09-20T18:59:55Z	Maersk Line is on average 5-15% more energy efficient (Clean Cargo Working Group data) than our competitors, therefore shipping with Maersk Line has a lower carbon footprint than shipping with our competitors. This applies to reefer containers as well as all other container types shipped with Maersk Line. For our reefer containers, we have made investments towards innovation of the control systems our reefer containers use, to reduce the energy consumed in order to keep the cargo at the desired temperature (QUEST software).
2150931053	2015-09-20T18:59:55Z	Quest II is our latest initiative to maintain cargo quality, and at same time reduce CO2 emissions from our reefer containers. It is new software developed to control the refrigeration system on Maersk Line’s reefers. Quest II is unique to Maersk. Applying Quest II to all Maersk Line existing and new build reefers assist to improve our client's carbon footprint from transportation. It is a simple act with high impact.
2150931053	2015-09-20T13:30:54Z	By innovative designs, we have reduced the carbon footprint of our ocean vessels by almost 50 percent. It is difficult to do the same on land but that does not mean we are not trying.
2150931053	2015-09-20T13:30:54Z	For example, we are currently optimizing our train transportation options in order to reduce the number of trucks on the roads, thereby reducing our carbon footprint even more.
2150931053	2015-03-20T02:31:56Z	"""The partnership is a milestone in climate protection,"" says Dr. Karl-Friedrich Rausch, Chief Sustainability Officer of Deutsche Bahn AG"
2150931053	2015-09-10T08:23:33Z	With the launch of this new CO2 reduction target, Maersk Line is accelerating the effort to reduce its carbon footprint whilst growing the business. The impact of this new target is a sustained decoupling of economic growth from CO2 emissions.
2150931053	2015-04-27T12:01:42Z	This change is effective with the westbound Maersk Detroit voyage 1410 which departs Jebel Ali on August 4th. The first eastbound vessel with the improved windows is the Maersk Detroit voyage 1411, calling Charleston on September 6th. Further, we have added a 9th vessel to the rotation to accommodate the improved windows and provide increasted schedule reliability. This advancement supports our ongoing environmental initiatives and will reduce your shipment’s carbon footprint.
2151206380	2015-01-01T00:35:53Z	Sadaf is both an ISO 9002 and ISO 14001 compliant company.
2151206380	2015-03-21T16:52:26Z	In UAE, Shell has introduced Shell Diesel Extra to help commercial fleet operators save fuel, help their engines operate more efficiently and help lower their fleet’s fuel related carbon footprint.
