crefo	date	node
2030194842	2016-07-17T00:44:31Z	Im Januar 2010 drehten sich allein in Deutschland Windkraftanlagen mit einer installierten Leistung von 25.777 Megawatt. Knapp acht Prozent des deutschen Bruttostromverbrauchs kann so klimaneutral gedeckt werden. Da die windstarken Flächen an Land beschränkt sind, drängen große und kleine Stromerzeuger nun auf das offene Meer. Doch sind Offshore-Windparks tatsächlich viel effizienter?
2030194842	2016-07-17T00:44:31Z	Bis zum Jahr 2016 sollte in der arabischen Wüste die erste klimaneutrale Stadt der Welt, Masdar City, entstehen. 50.000 Menschen sollen dann in Masdar-City ihre Energie vor allem aus Solarkraftwerken beziehen, sich mit Elektromobilen zwischen intelligent gebauten Häusern bewegen und ihren Müll komplett recyceln. Doch vereinzelte Rücktritte von Masdar-Managern nähren nun Gerüchte, dass das ambitionierte Projekt im wahrsten Sinne des Wortes im Sande verlaufen könnte. Waren die Ziele für das 22-Milliarden-Dollar-Projekt zu hoch gesteckt?
7290012705	2016-04-04T18:24:19Z	Im Jahr 2008 wurde das Qualitätsmanagement nach DIN EN ISO 9001:2008 eingeführt und die alte EMAS-Zertifizierung durch das international anerkannte Umweltmanagementsystem nach DIN EN ISO 14001:2005 abgelöst.
2010449452	2016-03-15T16:25:43Z	Klimaschutzzertifikat
5170246136	2016-02-03T10:44:04Z	Steuler honours its obligation with respect to future generations and uses natural resources responsibly. Our dedication to quality and protecting the environment determine our corporate activities. That’s why we participate in numerous quality certification processes and support the sustainability initiatives of the chemical industry. Our certification according to ISO 14001 and ISO 50001 attests to our ongoing commitment to the further development of our environmental and energy management system. The careful selection of high-quality raw materials in accordance with strict codices is for us a matter of course. With our certification according to the Safety Checklist for Contractors (SCC) we ensure that we are a reliable partner for our customers and on construction sites, also in the fields of health, safety and environmental protection.
5170246136	2016-01-23T11:35:47Z	Steuler steht zu seiner Verpflichtung gegenüber nachfolgenden Generationen und setzt die natürlichen Ressourcen verantwortungsvoll ein. Das Bekenntnis zur Qualität und der Schutz der Umwelt bestimmen unser unternehmerisches Handeln. Deshalb nehmen wir an zahlreichen Qualitäts-Zertifizierungen teil und unterstützen die Nachhaltigkeitsinitiative der chemischen Industrie. Mit den Zertifizierungen nach ISO 14001 und ISO 50001 weisen wir regelmäßig die kontinuierliche Weiterentwicklung unseres Umwelt- und Energiemanagements nach. Die sorgfältige Auswahl hochwertiger Rohstoffe und deren Beschaffung unter Beachtung strenger Kodizes sind für uns selbstverständlich. Mit der Zertifizierung nach der SCC Checkliste (Sicherheits Certifikat Contraktoren ) stellen wir sicher, dass wir für unsere Kunden und auf Baustellen ein zuverlässiger Partner auch im Bereich Sicherheit, Gesundheit und Umweltschutz sind.
2150931053	2016-09-02T20:58:50Z	At Maersk Line, we lead the way in ‘doing more with less’. We constantly seek out innovative and commercially viable ways to reduce our environmental impacts, be it CO2 and other air emissions, ballast water, or the materials we use to build our vessels. With the launch of our new 60% CO2 reduction target in 2014, we are accelerating our efforts to reduce our carbon footprint whilst growing our business.
2150931053	2016-07-29T09:13:35Z	"Christian Juul-Nyholm also stresses Maersk Line’s dedication to raise the bar in addressing the environmental impact of international shipping: ""Sustainability is much more than a buzz word for Maersk Line. While container transportation is one of the most efficient means of transporting goods across the globe, we still have a carbon footprint that we wish to address. To facilitate sustainable, profitable growth in global trade we work hard both internally and in partnership with our customers to minimise our footprint. This is good for the environment and also good for our respective businesses."""
2150931053	2016-03-18T23:07:53Z	Quest II is our latest initiative to maintain cargo quality, and at same time reduce CO2 emissions from our reefer containers. It is new software developed to control the refrigeration system on Maersk Line’s reefers. Quest II is unique to Maersk. Applying Quest II to all Maersk Line existing and new build reefers assist to improve our client's carbon footprint from transportation. It is a simple act with high impact.
2150931053	2016-03-18T23:07:53Z	Maersk Line is on average 5-15% more energy efficient (Clean Cargo Working Group data) than our competitors, therefore shipping with Maersk Line has a lower carbon footprint than shipping with our competitors. This applies to reefer containers as well as all other container types shipped with Maersk Line. For our reefer containers, we have made investments towards innovation of the control systems our reefer containers use, to reduce the energy consumed in order to keep the cargo at the desired temperature (QUEST software).
2150931053	2016-03-18T23:08:08Z	By innovative designs, we have reduced the carbon footprint of our ocean vessels by almost 50 percent. It is difficult to do the same on land but that does not mean we are not trying.
2150931053	2016-03-18T23:08:08Z	For example, we are currently optimizing our train transportation options in order to reduce the number of trucks on the roads, thereby reducing our carbon footprint even more.
2151206380	2016-10-17T18:14:41Z	Cities can play a vital role in meeting global goals to lower greenhouse-gas emissions. Inside Energy talks to Jeremy Bentham, head of the Shell Scenarios team, as they launch a report on pathways towards net-zero emissions.
2151206380	2016-03-21T11:22:05Z	ISO 14001
2151206380	2016-02-07T08:48:32Z	We purchase products and services that support our approach to sustainability. For example, we work with suppliers that can build pipelines using non-metallic materials, where appropriate, instead of carbon steel. Non-metallic pipes have a smaller carbon footprint than carbon steel pipes. Transportation and installation are also easier as non-metallic pipes weigh around a quarter less than the equivalent size steel pipe. Shell Shipping also uses a supplier that provides low-friction paint for ship hulls, which makes the ship more fuel efficient.
2151206380	2016-03-21T05:04:43Z	Laying roads with a lighter carbon footprint | Shell  Global
2151206380	2016-03-21T05:04:43Z	Laying roads with a lighter carbon footprint
2151206380	2016-04-12T02:01:58Z	Experience in processing a wide range of hydrocarbon feedstocks.
2151206380	2016-02-17T05:43:29Z	into smaller ones at very high temperatures. Almost any hydrocarbon feedstock can be used in an ethylene cracker. The trick is to design the cracker to take a range of feedstocks so that you can vary the feed according to availability, price and other factors.
2151206380	2016-01-18T11:46:24Z	ISO 9001-2000 certification achieved for styrene monomer, ethylene glycols and hydrocarbon feedstocks
2151206380	2016-01-18T11:46:24Z	MEG: ISO 14001 – Certified in 2011; ISO9001 certification planned in February 2013.
2151206380	2016-01-18T00:26:41Z	Shell Chemicals companies are large volume suppliers of surfactants and surfactant feedstock to major detergent manufacturers. We operate world class production facilities in Geismar, Louisiana (USA) and in Stanlow (UK), that are ISO 9001 and ISO 14001 certified. By being fully integrated with the ethylene feedstock supply chain, we offer a strong record of reliable supply to our customers.
2151206380	2016-12-16T10:52:07Z	Consequently, it is attractive to recover as much hydrocarbon feedstock, such as heavy vacuum gas oil (HVGO), as possible from the atmospheric residue (AR) that is routed to conversion units.
2151206380	2016-12-17T02:27:59Z	PetroChina has increased its processing capacity with the start-up of a new 10-Mt/y crude distillation train at Dalian Petrochemical refinery. The new unit has increased the total crude processing capacity at the refinery to 20.5 Mt/y to make it among the largest in China. The design incorporates Shell’s deep-flash technology process to help produce more valuable products and reduce short residue volumes. The crude distillation train is designed to be fully heat integrated and ranks among the most efficient in the world in terms of energy efficiency and carbon footprint.
2151206380	2016-12-19T02:59:11Z	Our thermal conversion capabilities are based on profound knowledge of hydrocarbon feedstocks and detailed understanding of thermal conversion gained through continuous R&D in pilot plants and commercial units.
8110175093	2016-05-29T08:54:35Z	Ansicht Zertifikat Umwelt (DIN EN ISO 14001:2004)
8110175093	2016-05-29T08:58:55Z	View environment (DIN EN ISO 14001:2004) certificate
8110175093	2016-03-25T14:56:35Z	In close cooperation with the companies of the STREICHER Group projects relating to all international requirements are executed. STREICHER SK is certified according to ISO 9001:2000, ISO 14001:2004 and OHSAS 18001:2007.
8110175093	2016-05-29T08:54:49Z	DIN EN ISO 14001:2004
8110175093	2016-04-22T05:35:55Z	In enger Zusammenarbeit mit den einzelnen Unternehmen der STREICHER Gruppe werden Projekte umgesetzt, die allen internationalen Anforderungen entsprechen. STREICHER SK ist nach ISO 9001:2000, ISO 14001:2004 und nach OHSAS 18001:2007 zertifiziert.
3330263511	2016-11-06T18:37:10Z	ISO 9001:2008 & ISO 14001:2004
5050773635	2016-04-12T11:58:23Z	ISO 14001
5050773635	2016-04-12T11:58:23Z	Norma systému environmentálního řízení se v ostatních aspektech podobá požadavkům normy ISO 9001:2008, ale je zaměřena konkrétně na problémy životního prostředí, zejména na ty aspekty organizace či podnikání, které mají vliv na životní prostředí a které může firma kontrolovat. Norma ISO 14001 určuje požadavky systému environmentálního řízení, aby společnostem umožnila vytvořit zásady a cíle a při tom zohlednit legislativní požadavky. Tento systém je založen na cyklu Plán – Provedení – Kontrola – Jednání a obsahuje podobný přístup k procesu, jako norma ISO 9001:2008, se kterou úzce souvisí.
5050773635	2016-04-12T09:18:15Z	A globally accepted standard related to Environmental Management Systems, the ISO 14000 family of standards exists to help organisations to identify and minimise any negative effects of their operation on the environment. Related to the
5050773635	2016-04-12T09:18:15Z	:2008 family of standards, ISO 14001 is process rather than product driven.
5050773635	2016-04-11T20:50:36Z	Standard for miljøledelsessystem er i nogle henseende lig kravene for ISO 9001:2008, men den er særligt målrettet mod miljømæssige problemstillinger, især de områder af en organisation eller virksomhed, som påvirker miljøet, og som er under virksomhedens kontrol. ISO 14001 specificerer kravene til et miljøledelsessystem for at sætte en organisation i stand til at formulere en politik og mål, med øje for lovkrav. Systemet er baseret på cyklussen Planlæg - Foretag - Kontrollér - Udfør og har en lignende tilgang til processer som ISO 9001:2008, hvortil den er tæt forbundet.
5050773635	2016-04-12T17:55:31Z	Bodycote hilft die CO2-Bilanz Ihrer Produkte zu verbessern.
5050773635	2016-01-05T13:57:17Z	Environmental Management System Standard Is similar in other aspects to the requirements of ISO 9001:2008 but targeted specifically at environmental issues particularly those aspects of the organization or business which impact on the environment and which the business can control. ISO 14001 specifies the requirements for an environmental management system to allow an organization to formulate policy and objectives taking into account legislative requirements. The system is based on the Plan - Do - Check - Act cycle and has a similar process approach to ISO 9001:2008 to which it is closely linked.
5050773635	2016-04-10T16:23:56Z	A wide variety of steels can be carbonitrided from plain carbon steels to mild steels (with reduced aluminum content), low alloy steels with max. 0.25% carbon, free cutting steels, and sintered steel.
5050773635	2016-03-09T20:48:30Z	Environmental Management System Standard is similar in other aspects to the requirements of ISO 9001:2008 but targeted specifically at environmental issues particularly those aspects of the organisation or business which impact on the environment and which the business can control. ISO 14001 specifies the requirements for an environmental management system to allow an organisation to formulate policy and objectives taking into account legislative requirements. The system is based on the Plan - Do - Check - Act cycle and has a similar process approach to ISO 9001:2008 to which it is closely linked.
5050773635	2016-05-29T06:04:28Z	Must have a working knowledge of quality systems such as TS16949, CQI9, ISO 14001, and QS. Must be an advocate for Bodycote to customers, employees and communities
5050773635	2016-01-03T09:47:41Z	Management recognise that sustainability must be a key element of the business strategy to deliver future growth. A responsible approach to the environment is important to ensure that Bodycote has a sustainable long-term future. Already over 75% of Bodycote’s facilities have met the ISO 14001 standard which helps minimise the risk of adverse environmental effects and the aim is to achieve 100% accreditation in all plants during the coming years.
5050773635	2016-01-03T07:49:02Z	The percentage of plants accredited to environmental standard ISO 14001
5050773635	2016-01-05T10:54:04Z	Carbon footprint
5050773635	2016-01-05T10:54:04Z	On a normalised basis, the carbon footprint decreased by 3.5% from 632.1 tonnes per £m sales   to 610.2 tonnes per £m sales. Further details are included in the Corporate responsibility and   sustainability section on page 34 of Annual Report.
5050773635	2016-01-05T10:54:04Z	Carbon footprint is defined as tonnes of CO
